Route,Airline,Plane,Stops
DLZ?TUN,SY,DC-10,0
DLZ?WVK,CP,MD-87,0
DLZ?BWB,OO,B773,0
DLZ?NTX,WO,SSR-100,0
DLZ?GHB,QK,M90,0
DLZ?BEB,5Y,764,0
DLZ?HSS,WN,B737,0
DLZ?LYM,MT,A319,0
DLZ?JNI,CA,DC10,0
DLZ?RAH?ZOS,TZ,A343,1
DLZ?SNN,2Q,A319,0
HVD?BYQ,OO,737,0
HVD?GMU,9S,B738,0
HVD?CIY,LX,B762,0
HVD?WWY,MU,A380,0
HVD?KMA,QF,764,0
HVD?UEL,SQ,A388,0
HVD?ETS,CA,EMB,0
MXV?PRC,5X,MD-11,0
MXV?ATJ?KBS?YET,CX,MD-80,2
MXV?QDJ,EI,787,0
MXV?MSY,DH,A310,0
MXV?BOI,QX,E175,0
MXV?LAA,EY,B788,0
MXV?HHH,BF,AN-124,0
MXV?DAT,CZ,DC-8,0
MXV?ZTU,NH,B773,0
MXV?TZL,EZ,PA-31,0
DIG?LBD,QF,777,0
DIG?LIO?MXN,MQ,B737,1
DIG?BJA,PR,A319,0
DIG?ROV,G4,DC-10,0
DIG?HVN,SY,E170,0
DIG?LNR,SY,A320,0
DIG?GNA,JL,MD11,0
DIG?BVG,FX,B735,0
DIG?CZL,MQ,EMB,0
DIG?SEY,MU,A320,0
DIG?ARN,9W,L1011,0
DIG?MBZ?DAY,DL,B753,1
LUM?RUV,MX,PA-31,0
LUM?AYW,CA,B736,0
LUM?TRM,BR,A359,0
LUM?YXD,CA,A310,0
LUM?BWO,CP,764,0
LUM?STM,KZ,M90,0
LUM?MOF,EK,MD90,0
LUM?SDQ,5Y,B744,0
LUM?BCE,CV,A124,0
LUM?TPA?CSA,AC,MD-87,1
LUM?ZBO,PR,B712,0
SYM?PMH,AM,777,0
SYM?CND,TK,C-99,0
SYM?TEE,AS,B739,0
SYM?JCT,XP,MD-87,0
SYM?BNM,CZ,B-99,0
ZAT?LIF,AM,737,0
ZAT?TCC,WS,A124,0
ZAT?MOO,QX,AN-124,0
ZAT?SBL?VAW,RW,B788,1
ZAT?NYT,XP,B738,0
ZAT?ASU,NH,B737,0
ZAT?URO,CK,717,0
ZAT?SIT,BBB,B733,0
ZAT?MST,MQ,MD90,0
ZAT?CNG,WO,B748,0
ZAT?PAB,QK,764,0
ZAT?GBD,RW,A343,0
KOW?SDS,CM,A124,0
KOW?AFT?CWC?ISA,WW,DC10,2
KOW?SIT,KL,757,0
KOW?KUL,EV,DC-9,0
KOW?MZJ,LP,B735,0
KOW?HUV,JL,A388,0
KOW?NOS,LP,B764,0
KOW?AOI,CP,B753,0
KOW?CBU,WO,MD-11,0
KOW?TCL,AB,B739,0
JDZ?YGG,KZ,B-99,0
JDZ?LXG?WMH,KL,A330,1
JDZ?FRN,TA,IL-96,0
JDZ?BJH,WW,E190,0
JDZ?NSO,WI,E190,0
JDZ?NAG,AA,A333,0
JDZ?RIB,WW,A321,0
JDZ?OGL,2Q,B789,0
JDZ?YEY,K4,IL-96,0
JDZ?YWM,5Y,A359,0
JDZ?TMB,AS,B739,0
JDZ?VDH?CAK,WN,SA-227,1
JIU?BRA,VX,AN-124,0
JIU?TLE,SK,A332,0
JIU?BDU,TA,DC-10,0
JIU?MVP,KZ,CRJ7,0
JIU?WMT,FL,EMB,0
JIU?SKX,CA,764,0
JIU?ETH,TZ,E170,0
JIU?MJL,SQ,E190,0
JIU?RBL,CZ,B744,0
JIU?TUD?SBY,KE,MD-88,1
JUZ?ISU,Y4,SSR-100,0
JUZ?LBX,NH,A388,0
JUZ?HAW,BF,AN-124,0
JUZ?NPL,5X,A388,0
JUZ?REP,OZ,MD-87,0
JUZ?LKV,FX,B772,0
JUZ?LWN,CK,MD83,0
JUZ?IRP,AB,A124,0
JUZ?XSC,MT,B763,0
JUZ?SRE?BMM,WS,DC-8,1
LYG?TXN,SQ,B733,0
LYG?DES,AY,B763,0
LYG?GDN,CX,MD-87,0
LYG?PPQ,WI,B744,0
LYG?FDO,JL,B733,0
LYG?BXN,SE,MD-88,0
LYG?JRN,AS,B788,0
LYG?FCB,WI,CRJ9,0
LYG?UTK,DH,MD-88,0
LYG?OOK?PEF?SJE,NZ,MD-90,2
HYN?IRI,DL,A332,0
HYN?RUR,LP,B772,0
HYN?SUU,NH,B739,0
HYN?PRV,MQ,L1011,0
HYN?NPA,NK,A330,0
HYN?WNA,HX,A330,0
LYI?AVN,CX,B764,0
LYI?PQQ,EI,PA-31,0
LYI?LAN,F9,A124,0
LYI?LSW?FDU,LH,B788,1
LYI?GZO,SQ,B739,0
LYI?BHJ,WI,MD83,0
LYI?UAP,BBB,A332,0
LYI?SRX,EI,EMB,0
LYI?WSZ,CK,B742,0
LYI?FKS,WO,757,0
LYI?REN,F9,A343,0
LYI?HSM,AA,A359,0
JJN?FRG,NK,787,0
JJN?LYU?LZC,Y4,764,1
JJN?NAW,NK,767,0
JJN?KDV,KL,B742,0
JJN?YLC,TK,DC-10,0
JJN?BLR,SE,A388,0
JJN?RVY,DL,SA-227,0
JJN?WKA,NZ,A320,0
JJN?MTC,GB,MD-90,0
JJN?TOU,EK,MD-80,0
JJN?BSX,WN,A124,0
JJN?WIN?SFT,G4,A343,1
JJN?MMH,FL,B739,0
JJN?GLI,MX,L1011,0
TXN?YOD,2Q,AN-124,0
TXN?TJS,XJ,A321,0
TXN?PHS,AS,MD-88,0
TXN?EZE,KR,DC-10,0
TXN?GYR,AF,CRJ9,0
TXN?CAE,F9,787,0
TXN?CVQ,Y4,737,0
WEF?AYS?AKU,BR,C-99,1
WEF?GPZ,CZ,737,0
WEF?EZS,4O,B736,0
WEF?CVM,MX,AN-124,0
WEF?MHZ,KR,MD11,0
WEF?ERL,QK,MD-11,0
WEF?PPN,QX,SA-227,0
WEF?GEC,GB,B789,0
WEF?WIL,XJ,747,0
WEF?CFE,XP,A321,0
WEF?GRF?LEH?CUF,EK,A310,2
WEH?JAR,KE,DC-10,0
WEH?TAO,KE,A359,0
WEH?DOV,BBB,SSR-100,0
WEH?GMR,F9,A330,0
WEH?DCF,MX,B733,0
WEH?SFE,LH,C-99,0
WEH?RIB,VX,747,0
WEH?BPT,DL,777,0
WEH?MNY,MU,B733,0
WEH?BCD?MNS,KZ,SA-227,1
WEH?INS,TK,MD-90,0
WEH?JRF,CX,MD11,0
WEH?KUF,SK,A332,0
WEH?PHC,MX,B748,0
WEH?TOU,WO,MD-11,0
WUX?DLG,AB,B739,0
WUX?YUS,QF,B739,0
WUX?LTS,UA,MD83,0
WUX?VDE,NW,M90,0
WUX?QSR?JQA,AS,B777,1
WUX?WME,CZ,757,0
WUX?WDR,K4,A340,0
WUX?BUU,EV,B712,0
WUX?TJH,SE,B733,0
WUX?MKW,KR,B752,0
WUX?IRZ,FX,MD90,0
WUX?YUT,LX,DC-10,0
WUX?XIJ,MT,B733,0
WUS?YMT,MQ,MD-90,0
WUS?MBH?MDH,CZ,IL-96,1
WUS?CJU,5Y,E175,0
WUS?AUO,YX,787,0
WUS?HUL,OO,737,0
WUS?SFT,EY,SA-227,0
WUS?EOK,AF,B773,0
WUS?AFL,LH,B-99,0
WUS?TIP,5X,757,0
WUS?VRN,OO,CRJ7,0
WUS?GNI,AA,B788,0
WUS?PDO?AGC,TZ,PA-31,1
WNZ?AJR,YV,A319,0
WNZ?DRG,EV,A333,0
WNZ?RDN,MT,727,0
WNZ?ALY,GB,SSR-100,0
WNZ?DME,BR,B762,0
WNZ?RMA,VS,A380,0
YNZ?FAF,NH,A380,0
YNZ?TGP,YV,B742,0
YNZ?SQZ,CK,A343,0
YNZ?TDR?CCV?GUC,XJ,B733,2
YNZ?USS,LH,A318,0
YIW?SIK,NW,B735,0
YIW?ILU,GL,A388,0
YIW?LDE,DH,A346,0
YIW?TCX,CM,B735,0
YIW?JAG,IB,CRJ9,0
YIW?HTR,AB,EMB,0
YIW?HIF,AY,MD90,0
YIW?ZQN,AS,PA-31,0
YIW?ANQ?PZU,MX,IL-62,1
YIW?TNT,bxr,DC-8,0
HSN?UIO,LH,L1011,0
HSN?AIS,BF,E175,0
HSN?PKZ,MT,757,0
HSN?BBK,OZ,777,0
HSN?YFH,5X,SA-227,0
HSN?GIG,SE,747,0
HSN?YSF,9S,B742,0
HSN?TSN,DL,A330,0
HSN?RVV?KYI,CM,MD-90,1
HSN?SCE,CZ,A320,0
HSN?BGW,4O,A330,0
HSN?ASA,BA,B748,0
HSN?SYZ,YX,B789,0
BPX?SLD,AY,PA-31,0
BPX?CHM,AM,IL-62,0
BPX?FAV,EK,MD-11,0
BPX?LDH,XE,MD90,0
BPX?CMP,AF,A330,0
BPX?PTB?SWA,WI,787,1
BPX?ARN,MX,MD-88,0
BPX?IXI,DH,MD-88,0
BPX?OTR,CK,E190,0
BPX?TTE,AM,B753,0
BPX?OLM,AM,IL-96,0
BPX?KSZ,CP,DC-10,0
BPX?BYU,WI,MD-90,0
BPX?RYN,GB,MD-90,0
BPX?ATO,CV,MD-88,0
DAX?PNZ?ULP,CZ,A333,1
DAX?TXF,XJ,B748,0
DAX?CJA,KE,B762,0
DAX?ZFA,UA,B752,0
DAX?NTL,9W,767,0
DAX?ECA,DL,A359,0
DAX?PMB,KZ,B738,0
DAX?SWD,WI,B777,0
DAX?GUC,UA,A300,0
DAX?CGQ,4O,SSR-100,0
GYS?ACR?MXM?TJM,CK,B-99,2
GYS?TIR,BR,777,0
GYS?SSN,MX,747,0
LZO?ILN,WS,E175,0
LZO?VIS,MQ,787,0
LZO?LEW,XE,L1011,0
LZO?CWE,UA,A319,0
MIG?SGI,OZ,DC-8,0
MIG?LUA,KR,747,0
MIG?UOL,TZ,B712,0
MIG?SCU?BMT,B6,AN-124,1
MIG?TUS,CV,A340,0
MIG?DYS,EZ,MD-88,0
MIG?VHY,BR,DC-9,0
MIG?BNK,G4,PA-31,0
MIG?MST,HX,MD-80,0
NAO?RKT,BR,E190,0
NAO?UUN,AI,767,0
NAO?SVI,SE,B789,0
LZY?BCN,AI,B748,0
LZY?UMS?SWH,NH,MD-88,1
LZY?LET,4O,E190,0
LZY?ACY,ER,EMB,0
WXN?YSG,EZ,DC-8,0
WXN?MAE,KE,EMB,0
WXN?ANK,FJ,EMB,0
WXN?FZO,CX,B736,0
WXN?TTT,2Q,B744,0
WXN?YWP,KZ,E170,0
WXN?CXJ,CP,B737,0
WXN?MZL?IZA,WW,B734,1
WXN?SVL,WN,AN-124,0
WXN?BQS,MU,B777,0
WXN?ELG,ER,DC-8,0
WXN?HLA,SE,B712,0
WXN?JAR,PR,757,0
WXN?MOQ,NK,B748,0
AKU?MOB,SK,A321,0
AKU?ODO,AS,B733,0
AKU?KOI,BR,L1011,0
AKU?KRH?AHU,XP,757,1
AKU?EOH,SY,B739,0
AKU?GPA,XE,B735,0
AKU?YDB,GL,764,0
AKU?ODH,EI,717,0
AKU?BWB,2Q,DC10,0
AKU?ZIC,MX,B763,0
AKU?JSM,QF,EMB,0
AKU?RNA,GL,MD-11,0
AKU?ERV,AB,PA-31,0
AKU?YXN?GLW?MKQ,CK,B772,2
AKU?POB,AI,B733,0
IQM?SZV,IB,MD-11,0
IQM?CAL,OZ,B748,0
IQM?YGT,AB,MD-80,0
IQM?RJK,YV,747,0
IQM?COQ,KZ,DC-8,0
IQM?NTL,AB,B789,0
IQM?XMY,AY,A318,0
IQM?PCP,NK,C-99,0
IQM?HQM?MCE,KZ,B753,1
IQM?GGT,QX,764,0
IQM?MTT,LX,DH8,0
IQM?CUR,EY,DC10,0
IQM?TKJ,UA,EMB,0
KCA?ETS,WN,767,0
KCA?CVC,BA,E170,0
KCA?HUQ,A8,B773,0
KCA?VNX,YV,B763,0
KCA?GFN,K4,E170,0
KCA?FPO?NJA,F9,A346,1
KCA?YBR,XP,A310,0
KCA?KSM,CV,A124,0
KCA?RIZ,FI,DC10,0
KCA?PWY,K4,PA-31,0
KCA?IQN,DL,DC-8,0
KCA?YVT,G4,DC-8,0
KCA?SYT,FJ,DC-10,0
KRL?TKG,US,A320,0
KRL?MQC,US,A310,0
KRL?NDJ?YEU,YV,737,1
KRL?XPK,QF,B788,0
KRL?DWC,EI,CRJ9,0
KRL?SRY,K4,AN-124,0
KRL?KHM,K4,787,0
KRL?ATM,WS,IL-62,0
KRL?KSQ,KL,L1011,0
KRL?KSC,MT,B762,0
KRY?FRD,QX,A388,0
KRY?CCP,AB,B737,0
KRY?SWU?TZX,WN,CRJ9,1
KRY?YOG,SK,MD-90,0
KRY?VDC,BF,B735,0
KRY?LUA,WO,M90,0
KRY?MNU,CA,SSR-100,0
KRY?CWC,SK,787,0
KRY?YNJ,XP,A319,0
KRY?ZIN,9S,A388,0
KRY?ATF,bxr,DC10,0
KRY?KGL,OZ,717,0
KRY?RUT?QPD?QFG,Y4,IL-96,2
KRY?BZO,bxr,A330,0
KRY?OEL,PR,B734,0
YIN?JIA,LX,747,0
YIN?CEE,DH,E190,0
YIN?TZX,AA,717,0
YIN?ABF,SK,B773,0
YIN?GTN,HX,747,0
YIN?KAT,XP,B777,0
YIN?YYT,NZ,B752,0
YIN?CIP?POF,A8,B773,1
YIN?GOB,UA,MD-80,0
YIN?HBR,SE,A359,0
YIN?LCX,IB,B748,0
HEK?HBG,KE,B742,0
HEK?POM,CM,IL-96,0
HEK?IFO,MX,DH8,0
JMU?PPS,NH,B736,0
JMU?YKF,FJ,A359,0
JMU?IOR,TZ,A319,0
JMU?JKG?ABM,QF,A319,1
JMU?PDP,WO,DC-10,0
JMU?EJN,SQ,777,0
JMU?AVV,BR,B737,0
JMU?FGU,XE,B789,0
JMU?YZX,EY,A333,0
JMU?HHE,AI,CRJ7,0
JMU?PAC,WI,B789,0
JMU?CRL,LX,A330,0
JNZ?CNS,5X,B-99,0
JNZ?MKP?YNY,9W,A359,1
JNZ?BFP,SK,IL-96,0
JNZ?FFA,CM,A380,0
JNZ?CNJ,CI,MD90,0
JNZ?EKA,MT,SSR-100,0
JNZ?YCE,AF,B788,0
JNZ?MIE,OZ,B739,0
JNZ?FLV,HA,737,0
JNZ?KKN,4O,DC-10,0
NDG?BWW,QX,B763,0
NDG?HTL?HSK,EV,A321,1
NDG?MNI,SY,B777,0
YNJ?LRF,TA,EMB,0
YNJ?GFL,TZ,A319,0
YNJ?FUJ,OZ,B736,0
YNJ?PZB,MT,MD-87,0
YNJ?RUR,HA,L1011,0
YNJ?ELM,PR,B738,0
YNJ?YSN,AY,A319,0
YNJ?HLI,5Y,A321,0
YNJ?TYB?CSA?ANU,KZ,AN-124,2
YNJ?SXE,NK,MD90,0
YNJ?BOA,SY,A340,0
YNJ?TTN,XE,A300,0
YNJ?GYU,EZ,B739,0
WKL?OSS,KR,A300,0
WKL?URA,Y4,787,0
WKL?SKF,XP,A359,0
WKL?BAL,CV,A333,0
WKL?PRC,MT,727,0
WKL?EDO?ESM,SK,IL-62,1
WKL?RMU,BF,A124,0
WKL?SCE,CZ,E175,0
WKL?LTO,LH,MD11,0
WKL?AEU,5X,B789,0
WKL?ZSW,CA,A359,0
WKL?AEX,MU,E170,0
WKL?AUF,CK,727,0
WKL?RMU,TA,IL-62,0
WME?VDP,QX,CRJ9,0
WME?LRS?ALI,GB,MD-11,1
WME?BXY,XJ,C-99,0
WME?PUU,VS,A388,0
WME?VFA,F9,A340,0
WME?NOZ,TZ,MD90,0
WME?PPY,WW,B762,0
WME?VTM,EI,L1011,0
WME?MVZ,EV,A330,0
WME?SJZ,WW,DC-9,0
WME?SHH,FI,B788,0
LRV?CMN?NTD,CM,764,1
LRV?HOU,EY,757,0
LRV?PEM,MQ,B789,0
IOR?JAC,EI,E175,0
IOR?OXB,EZ,B-99,0
IOR?TRU,G4,MD11,0
NNR?BUG,9S,B772,0
NNR?DLE,NW,787,0
NNR?ZUM,5Y,B-99,0
NNR?MOJ,EZ,B739,0
NNR?HSG?HCR,CZ,B736,1
NNR?LSF,AI,727,0
NNR?MLO,EV,A332,0
NNR?RCQ,VS,M90,0
NNR?MCT,MT,B763,0
NNR?MVT,HX,DC-10,0
GTI?YGW,MT,B764,0
GTI?SLK,KZ,A321,0
GTI?ARI,QK,764,0
GTI?PVA,OO,SA-227,0
GTI?AEB?YKH?DWA,AS,E175,2
GTI?BQG,K4,A346,0
EZV?MOT,LP,MD-80,0
EZV?NEG,FI,MD-90,0
EZV?JDO,BA,A333,0
EZV?TCP,HX,C-99,0
EZV?TGU,4O,EMB,0
EZV?SUF,EI,B748,0
EZV?DLY,A8,MD-88,0
EZV?PMZ,DL,DH8,0
EZV?KOA?PIT,KE,PA-31,1
ORH?BSK,EK,A332,0
ORH?AER,TZ,L1011,0
ORH?BPM,HA,B737,0
ORH?DEM,CX,DC10,0
ORH?YUX,KZ,A310,0
ORH?BJI,AY,EMB,0
ORH?ELU,LX,B772,0
ORH?AES,9S,MD-88,0
ORH?INL,XP,B733,0
ORH?KET?DHT,WN,MD-88,1
ORH?DRN,AS,B737,0
AQG?WIC,9S,SSR-100,0
AQG?TAK,AC,MD90,0
AQG?FRG,WN,A332,0
AQG?YAX,WW,B762,0
AQG?IFH,KR,A343,0
AQG?HOU,9S,B748,0
SHP?BIM,LP,B764,0
SHP?JOT,NH,DC-8,0
SHP?BOR?KGF,KZ,E175,1
SHP?AIP,GB,B752,0
SHP?FIG,AS,AN-124,0
SHP?YZU,EK,B752,0
SHP?YCO,QF,E170,0
YCU?GQQ,G4,A124,0
YCU?CNG,WS,B762,0
YCU?MVW,2Q,MD-90,0
YCU?POU,TK,B788,0
YCU?PNE,CV,B788,0
YCU?YYE?YDT,CX,A359,1
YCU?SBP,EI,B742,0
YCU?WRY,IB,777,0
YCU?LTI,CM,MD11,0
YCU?FRG,XE,MD-87,0
JGN?ZUC,4O,A330,0
JGN?FBG,VS,MD83,0
JGN?SGU,AM,SA-227,0
JGN?KTL,XE,B777,0
DDG?KUN,XJ,757,0
DDG?YSJ?DLZ?CGY,NW,AN-124,2
DDG?TAI,WW,DC10,0
DSN?EUF,RW,CRJ9,0
DSN?PLQ,WI,MD-87,0
DSN?CBB,EY,AN-124,0
DSN?WAT,CK,L1011,0
DSN?SBG,NK,A343,0
DSN?LSS,B6,B763,0
DSN?MCP,4O,MD83,0
DSN?RCM,5Y,B762,0
PZI?BKE?GOP,CI,MD-87,1
PZI?KCZ,FJ,777,0
PZI?SWQ,EI,757,0
PZI?IRK,Y4,B737,0
PZI?IDR,DH,767,0
PZI?MQN,CV,A332,0
PZI?BRK,9W,MD83,0
PZI?CGZ,US,MD-80,0
PZI?OBL,9S,B712,0
PZI?OKC,HX,A388,0
PZI?CUE?CMX,CZ,A319,1
PWT?TDX,NW,B712,0
PWT?PAD,WO,B773,0
PWT?YAB,SE,B789,0
PWT?MTH,XE,B739,0
PWT?MAN,YV,MD-90,0
PWT?WAA,HX,MD-80,0
SPW?IEJ,F9,A346,0
SPW?RSH,G4,L1011,0
SPW?WFK,IB,B789,0
SPW?EIE?NZA,WI,B753,1
SPW?DAR,B6,MD11,0
SPW?LOL,NW,A388,0
SPW?RSH,IB,A332,0
SPW?LIP,DH,AN-124,0
SPW?SDY,YV,764,0
SPW?GMQ,PR,E175,0
SPW?SAW,QF,A124,0
SPW?DNA,AS,B788,0
SPW?CXI,FI,AN-124,0
JEF?ACS?HUV,LP,A343,1
JEF?MTG,HA,B772,0
JEF?ILD,EZ,E170,0
JEF?MAF,WO,IL-62,0
JEF?VCP,EI,B789,0
JEF?KEM,LP,A330,0
JEF?CAT,BA,E175,0
JEF?YPO,K4,A332,0
UNT?GOB,TZ,A346,0
UNT?QDJ,VS,B773,0
UNT?OAX?MHT?YRO,KZ,E175,2
UNT?MBU,MT,B739,0
UNT?JYR,5Y,A388,0
UNT?NVT,A8,C-99,0
UNT?BUN,AS,MD-88,0
UNT?NKX,CA,727,0
UNT?MCO,AC,SSR-100,0
UNT?NHK,TA,B735,0
UNT?WXN,LH,DC10,0
UNT?DHM,QF,CRJ9,0
UNT?MYU?TUM,LH,787,1
UNT?GDO,EI,B762,0
UNT?LAJ,GB,EMB,0
PVC?YQK,AY,B739,0
PVC?IBA,KZ,A330,0
PVC?DLZ,TZ,B789,0
PVC?TTT,EK,DH8,0
PVC?HMO,NH,A340,0
PVC?BVY,AS,A124,0
PVC?FOE,PR,B712,0
PVC?ITB?MRB,HX,717,1
PVC?DIJ,KL,B772,0
PVC?USM,EI,B748,0
PVC?GVN,FJ,A343,0
SBH?FAZ,9S,MD90,0
SBH?GPA,B6,A310,0
SBH?TLQ,QK,E170,0
SBH?CBJ,SY,B742,0
SBH?JFK,BA,B738,0
SBH?MZB,HA,MD83,0
SBH?SHB?VBS,4O,A320,1
SBH?KOX,FX,717,0
SBH?STG,EI,MD90,0
SBH?PGX,F9,CRJ9,0
SBH?VYI,MQ,764,0
SBH?MZR,LP,E170,0
SBH?TTH,NK,B748,0
SBH?TGG,KZ,A340,0
SBH?IHR,AB,DH8,0
KMW?PBC,SE,A340,0
KMW?YXK?HOX,EK,DC10,1
KMW?PPR,EK,B-99,0
KMW?NOZ,B6,A343,0
KMW?GNA,2Q,B735,0
KMW?KZG,EZ,A319,0
KMW?SPU,DL,A343,0
KMW?JTR,MT,A300,0
KMW?TSU,QK,B744,0
KMW?IYK,AS,AN-124,0
KMW?YGL,bxr,A320,0
KMW?RGS?PMG?AOR,BF,A359,2
KMW?YGK,EZ,737,0
KMW?ASV,SQ,B763,0
KMW?PIK,VS,MD-88,0
SUI?PDU,XJ,A359,0
SUI?BSL,LP,A333,0
SUI?CTB,AA,MD-90,0
SUI?GNY,AM,DC10,0
SUI?MQU,WN,A310,0
SUI?TMS,YX,DC-9,0
SUI?SOF?CTN,QF,A346,1
SUI?CEG,XE,IL-62,0
SUI?AJI,BF,DC-8,0
SUI?PIX,QX,PA-31,0
SUI?TIY,9S,A346,0
SUI?YLD,TA,B734,0
SUI?IIL,FJ,SSR-100,0
TBW?YFB,AF,AN-124,0
TBW?SMD,MU,L1011,0
TBW?FUO,OZ,MD-90,0
TBW?RVT?ARK,MU,B738,1
TBW?ADS,TZ,B762,0
TBW?AMV,BR,A310,0
TBW?HAV,NH,B753,0
TBW?YGJ,LX,C-99,0
TBW?BOI,WS,B789,0
TBW?YSB,EV,A346,0
TBW?KNU,NZ,787,0
TBW?BRI,HX,B737,0
TBW?ULO,WS,A343,0
TBW?KSY?LZN,SE,IL-62,1
TBW?HII,VX,A388,0
OBN?VVO,BBB,A359,0
OBN?JKH,GB,A380,0
OBN?LIM,2Q,CRJ7,0
OBN?ALA,9W,A310,0
OBN?AGF,CV,A320,0
OBN?RKZ,LP,777,0
OBN?KVC,SY,A330,0
OBN?YDT,4O,B738,0
OBN?GGE?HEL,MT,A124,1
OBN?YYQ,WN,737,0
OBN?YLW,OO,E170,0
OBN?ODY,EZ,727,0
OBN?LIM,CK,A343,0
OBN?LFK,DH,MD-88,0
ERM?URE,2Q,AN-124,0
ERM?LYP,SE,MD83,0
ERM?TLI,GB,IL-62,0
ERM?YKA,CM,MD-90,0
ERM?LZH?NPR?IKB,FI,C-99,2
ERM?BCE,LX,B773,0
ERM?NBC,XJ,A388,0
ERM?NDJ,EK,B738,0
CVF?HIM,QK,B712,0
CVF?OSM,4O,B737,0
CVF?NGA,BF,B789,0
CVF?IAR,AA,L1011,0
CVF?DVT,YX,DC-9,0
CVF?WLG,bxr,A332,0
CVF?VDM?CLU,VS,L1011,1
CVF?PAH,HX,SSR-100,0
CVF?GWO,CV,AN-124,0
CVF?YKQ,NZ,B788,0
CVF?LBD,SE,A321,0
CVF?ACY,ER,SSR-100,0
CVF?LUX,NH,E170,0
CVF?MEN,CV,CRJ7,0
FUL?YBK,BR,A310,0
FUL?SOT,WO,B788,0
FUL?HSN?SKH,5X,C-99,1
FUL?BTH,AS,B772,0
USA?SCM,YX,MD11,0
USA?LNA,EI,MD-80,0
USA?SKP,HX,DC-8,0
USA?DVO,SE,MD-11,0
USA?CPQ,4O,MD-90,0
USA?JRF,FI,B788,0
USA?HMA,CV,B752,0
USA?ABD,AB,B737,0
USA?ISL?ICK,SQ,CRJ9,1
USA?MGQ,9W,A343,0
USA?SKU,WN,B744,0
USA?EDM,WO,B736,0
USA?ARU,Y4,B772,0
USA?TVA,2Q,B736,0
USA?ZKP,MU,A343,0
NVI?CDU,CX,MD-11,0
NVI?POR,G4,B736,0
NVI?UBJ,2Q,B744,0
NVI?SQH?ROT,XJ,MD90,1
NVI?NAC,AI,B752,0
NVI?HTN,ER,MD-88,0
NVI?LDY,AM,MD83,0
NVI?BKA,MT,A330,0
NVI?DLY,MT,764,0
NVI?XJM,BBB,B712,0
NVI?RWN,5Y,DC-8,0
QSF?VLN,MQ,A346,0
QSF?QSA,EY,B762,0
QSF?ULH?QLT?IBB,MX,DC10,2
QSF?ZJG,G4,727,0
QSF?GBG,MQ,A359,0
LRH?BGO,WW,B789,0
LRH?DIS,AI,E175,0
LRH?FCN,DL,MD-88,0
LRH?KSM,5Y,L1011,0
LRH?RNE,F9,SA-227,0
LRH?BRS,RW,L1011,0
LRH?WYS,IB,C-99,0
LRH?SXZ?LXG,bxr,IL-62,1
LRH?MEY,K4,B742,0
LRH?ZSJ,HX,A310,0
LRH?RPN,CV,IL-96,0
LRH?KSH,BBB,DC-8,0
LRH?ALP,AB,A124,0
LRH?PXM,UA,MD83,0
LRH?YSY,MX,A332,0
SUN?IXJ,QK,DC-8,0
SUN?HLA,SK,757,0
SUN?HEM?YSN,VX,MD-88,1
SUN?PUU,NW,SSR-100,0
SUN?WKI,LX,B762,0
MCW?SPN,MU,B739,0
MCW?BID,JL,B733,0
MCW?HUU,BR,B-99,0
AZA?DHF,FL,AN-124,0
AZA?NSI,5Y,757,0
AZA?KHS,NW,MD83,0
AZA?FMY,CI,DH8,0
AZA?SEA?HPN,SE,A320,1
AZA?NLK,DH,DH8,0
AZA?CVT,IB,B739,0
AZA?OVS,FL,EMB,0
XAU?SGY,QF,MD83,0
XAU?PNH,MQ,727,0
XAU?QNJ,EZ,A318,0
XAU?ORT,CP,757,0
XAU?CTU,VX,B763,0
XAU?TYB,WN,737,0
XAU?UKI?HLG,9S,MD-80,1
XAU?FFO,LX,767,0
XAU?DTI,VS,B738,0
XAU?BYI,DH,B736,0
XAU?ZKE,FJ,B712,0
XAU?VIE,VS,MD-11,0
AKP?NYO,WO,IL-62,0
AKP?AYK,TK,AN-124,0
AKP?XME,CA,A310,0
AKP?LGH,CI,B712,0
AKP?FIG?BPH?WHU,DH,A388,2
AKP?OTZ,AB,DC10,0
AKP?SMW,CZ,IL-62,0
AKP?CSB,KE,B762,0
AKP?FKJ,bxr,B733,0
AKP?GEG,BR,727,0
AKP?TML,XJ,A124,0
AKP?YJF,9S,A340,0
AKP?WHF,YV,727,0
AKP?TMX,WN,767,0
AKP?LRS?PNY,QX,B735,1
ANV?WBW,MT,AN-124,0
ANV?IRB,GB,A124,0
ANV?CMJ,HX,E170,0
ANV?COH,CK,MD-11,0
ANV?UBP,GB,A332,0
ANV?ORE,XE,CRJ7,0
ANV?BAI,DL,B748,0
ANV?HWD,ER,B748,0
ANV?TLN,WN,B763,0
ANV?GNB?TNH,KE,IL-96,1
ATK?ZIN,HA,B764,0
ATK?NIO,KL,B744,0
ATK?TSB,MX,B737,0
ATK?LHW,CM,SA-227,0
ATK?VNT,GL,CRJ7,0
ATK?RBE,KZ,IL-62,0
ATK?AXD,AC,A359,0
ATK?YZV,DH,B736,0
ATK?XFW,2Q,B738,0
ATK?ACN?YWL,JL,B738,1
GAM?YGX,IB,MD-11,0
GAM?EVX,9W,C-99,0
GAM?AYW,KZ,DC-8,0
GAM?USK,BA,MD11,0
GAM?ZIN,5X,B744,0
GAM?TTE,GL,A359,0
GAM?JSI,LX,SSR-100,0
