Departure,Arrival,Airline,Plane,Departure_Date,Arrival_Date,Number,IATA
ALM,VAW,CK,B762,2025-04-05T09:08:08,2025-04-05T18:16:16,1295,CK1295
ALM,ASF,SQ,B739,2025-04-06T12:18:55,2025-04-07T00:37:50,3369,SQ3369
ALM,GLW,CM,A318,2025-04-05T02:08:15,2025-04-05T04:16:30,5634,CM5634
ALM,UOX,MX,B-99,2025-04-02T01:44:25,2025-04-02T03:28:50,9335,MX9335
ALM,CFC,YV,B734,2025-04-07T10:01:24,2025-04-07T20:02:48,9614,YV9614
ALM,CAB,KE,787,2025-04-02T14:44:00,2025-04-03T05:28:00,8712,KE8712
ALM,YUY,US,L1011,2025-04-02T03:13:22,2025-04-02T06:26:44,9802,US9802
ALM,SFK,QF,B788,2025-04-01T08:01:55,2025-04-01T16:03:50,5790,QF5790
ALM,CBU,NW,A124,2025-04-03T10:11:04,2025-04-03T20:22:08,4419,NW4419
ALM,MZW,BA,C-99,2025-04-03T10:34:39,2025-04-03T21:09:18,1432,BA1432
MJA,MSN,K4,IL-62,2025-04-05T17:10:40,2025-04-06T10:21:20,1181,K41181
MJA,STT,AI,E190,2025-04-03T14:24:19,2025-04-04T04:48:38,6263,AI6263
MJA,SHG,CX,E175,2025-04-01T16:44:47,2025-04-02T09:29:34,1622,CX1622
MJA,FAA,NZ,B777,2025-04-07T07:54:13,2025-04-07T15:48:26,2085,NZ2085
MJA,YWB,9W,DC10,2025-04-05T15:18:26,2025-04-06T06:36:52,4404,9W4404
MJA,SUX,JL,787,2025-04-07T17:49:46,2025-04-08T11:39:32,2437,JL2437
MJA,NJF,AI,B736,2025-04-07T06:44:58,2025-04-07T13:29:56,4979,AI4979
MJA,XAP,LP,B736,2025-04-02T10:53:37,2025-04-02T21:47:14,2571,LP2571
MJA,YKA,JL,E175,2025-04-02T18:44:56,2025-04-03T13:29:52,5012,JL5012
MJA,BMV,A8,B773,2025-04-01T09:00:27,2025-04-01T18:00:54,7784,A87784
PFJ,CAP,BF,B742,2025-04-06T07:00:32,2025-04-06T14:01:04,7781,BF7781
PFJ,KDH,YV,B777,2025-04-03T07:46:23,2025-04-03T15:32:46,5804,YV5804
PFJ,STA,WN,B738,2025-04-02T02:17:36,2025-04-02T04:35:12,7029,WN7029
PFJ,SKS,YV,E175,2025-04-06T02:24:30,2025-04-06T04:49:00,5203,YV5203
PFJ,MTC,MT,DC-8,2025-04-04T04:57:59,2025-04-04T09:55:58,7020,MT7020
PFJ,SVG,SE,B737,2025-04-06T01:54:46,2025-04-06T03:49:32,8125,SE8125
PFJ,VII,QF,B764,2025-04-06T11:03:52,2025-04-06T22:07:44,8471,QF8471
PFJ,SHD,FI,A346,2025-04-05T05:13:38,2025-04-05T10:27:16,5662,FI5662
PFJ,VTN,CX,CRJ7,2025-04-05T05:51:47,2025-04-05T11:43:34,9192,CX9192
PFJ,JMK,QK,B737,2025-04-04T05:02:12,2025-04-04T10:04:24,3017,QK3017
PFJ,MLO,CA,DC-9,2025-04-01T05:04:33,2025-04-01T10:09:06,9944,CA9944
BFS,GLW,GB,B734,2025-04-05T06:57:00,2025-04-05T13:54:00,2324,GB2324
BFS,LYG,VX,B789,2025-04-02T09:59:42,2025-04-02T19:59:24,1399,VX1399
BFS,PKV,CV,A359,2025-04-07T02:26:08,2025-04-07T04:52:16,2863,CV2863
BFS,DBB,PR,MD-90,2025-04-07T04:19:07,2025-04-07T08:38:14,6193,PR6193
BFS,QGU,CV,CRJ7,2025-04-07T10:40:48,2025-04-07T21:21:36,3725,CV3725
BFS,SFK,MT,A310,2025-04-04T08:15:05,2025-04-04T16:30:10,3860,MT3860
BFS,ALM,SK,B734,2025-04-04T08:42:26,2025-04-04T17:24:52,2472,SK2472
BFS,ANQ,QK,A310,2025-04-05T06:28:48,2025-04-05T12:57:36,1257,QK1257
BFS,WTZ,HX,MD-90,2025-04-01T20:29:09,2025-04-02T16:58:18,3674,HX3674
BFS,LDY,LX,A320,2025-04-02T00:05:03,2025-04-02T00:10:06,6868,LX6868
BFS,KLF,XP,A388,2025-04-02T03:04:05,2025-04-02T06:08:10,6809,XP6809
BFS,EIK,GL,777,2025-04-06T03:37:49,2025-04-06T07:15:38,7720,GL7720
ABL,DHT,EY,737,2025-04-05T05:32:38,2025-04-05T11:05:16,3366,EY3366
ABL,BMV,HA,737,2025-04-05T10:05:44,2025-04-05T20:11:28,3944,HA3944
ABL,ABM,DL,A319,2025-04-07T11:14:36,2025-04-07T22:29:12,6482,DL6482
ABL,ZQN,NK,SA-227,2025-04-06T14:31:37,2025-04-07T05:03:14,4949,NK4949
ABL,PKV,VS,B763,2025-04-01T06:57:09,2025-04-01T13:54:18,8879,VS8879
ABL,CFC,9W,B734,2025-04-02T15:17:58,2025-04-03T06:35:56,5756,9W5756
ABL,FAB,XJ,CRJ7,2025-04-05T07:37:36,2025-04-05T15:15:12,7836,XJ7836
ABL,YUY,XE,767,2025-04-03T05:22:54,2025-04-03T10:45:48,7460,XE7460
ABL,APT,5Y,B762,2025-04-05T06:28:25,2025-04-05T12:56:50,5181,5Y5181
ABL,BMV,CK,B712,2025-04-04T10:05:44,2025-04-04T20:11:28,9878,CK9878
ABL,NKC,9W,B789,2025-04-05T11:22:50,2025-04-05T22:45:40,9798,9W9798
TOM,QLT,4O,717,2025-04-03T03:34:48,2025-04-03T07:09:36,4832,4O4832
TOM,QUY,LP,MD-80,2025-04-06T04:30:39,2025-04-06T09:01:18,2137,LP2137
TOM,LAO,MX,PA-31,2025-04-03T14:27:13,2025-04-04T04:54:26,3668,MX3668
TOM,ROP,MT,A310,2025-04-06T17:10:54,2025-04-07T10:21:48,6417,MT6417
TOM,AVK,CP,767,2025-04-01T11:10:22,2025-04-01T22:20:44,3929,CP3929
TOM,NIT,A8,B764,2025-04-05T03:44:53,2025-04-05T07:29:46,5707,A85707
TOM,OMB,OZ,B733,2025-04-03T02:46:23,2025-04-03T05:32:46,2227,OZ2227
TOM,NYM,QX,PA-31,2025-04-04T08:42:20,2025-04-04T17:24:40,8936,QX8936
TOM,WRY,CI,B764,2025-04-06T05:23:07,2025-04-06T10:46:14,9785,CI9785
TOM,HCJ,CP,MD-90,2025-04-04T12:43:52,2025-04-05T01:27:44,4052,CP4052
TOM,PVL,SQ,B738,2025-04-06T09:04:00,2025-04-06T18:08:00,2086,SQ2086
TOM,LIL,OZ,A388,2025-04-04T04:19:10,2025-04-04T08:38:20,6873,OZ6873
TOM,LEI,AI,B772,2025-04-04T02:32:32,2025-04-04T05:05:04,2532,AI2532
TOM,GOU,A8,IL-62,2025-04-02T02:13:13,2025-04-02T04:26:26,3172,A83172
KLF,XCH,SY,B753,2025-04-03T10:59:01,2025-04-03T21:58:02,5410,SY5410
KLF,HXD,CA,787,2025-04-06T05:35:19,2025-04-06T11:10:38,7764,CA7764
KLF,ALM,RW,MD11,2025-04-04T10:58:02,2025-04-04T21:56:04,8083,RW8083
KLF,BQA,UA,B739,2025-04-01T09:24:23,2025-04-01T18:48:46,2852,UA2852
KLF,OGD,4O,B753,2025-04-03T10:10:22,2025-04-03T20:20:44,2686,4O2686
KLF,DWD,BA,A319,2025-04-02T03:52:21,2025-04-02T07:44:42,5343,BA5343
KLF,NJF,G4,CRJ7,2025-04-07T02:56:25,2025-04-07T05:52:50,1882,G41882
KLF,HKT,MT,A310,2025-04-01T08:30:40,2025-04-01T17:01:20,1173,MT1173
KLF,HUN,LX,B742,2025-04-04T08:35:07,2025-04-04T17:10:14,9129,LX9129
KLF,YNC,A8,B735,2025-04-02T07:33:49,2025-04-02T15:07:38,9344,A89344
KLF,HRG,B6,A310,2025-04-06T03:28:00,2025-04-06T06:56:00,4511,B64511
KLF,BOW,VX,C-99,2025-04-02T10:21:18,2025-04-02T20:42:36,8337,VX8337
KLF,IPL,MQ,A330,2025-04-04T11:17:17,2025-04-04T22:34:34,7164,MQ7164
KLF,TDJ,CK,717,2025-04-06T05:26:36,2025-04-06T10:53:12,4436,CK4436
KLF,BOX,AF,B788,2025-04-07T13:44:36,2025-04-08T03:29:12,6938,AF6938
PHB,TFF,XJ,B736,2025-04-06T02:54:05,2025-04-06T05:48:10,7764,XJ7764
PHB,JGN,QX,B788,2025-04-03T16:12:59,2025-04-04T08:25:58,1921,QX1921
PHB,AUO,QF,787,2025-04-05T06:53:03,2025-04-05T13:46:06,2691,QF2691
PHB,MTN,IB,737,2025-04-01T06:41:00,2025-04-01T13:22:00,7519,IB7519
PHB,CBU,GB,B738,2025-04-05T09:08:47,2025-04-05T18:17:34,7364,GB7364
PHB,MST,MT,737,2025-04-05T08:30:04,2025-04-05T17:00:08,4018,MT4018
PHB,UOX,OZ,B764,2025-04-01T07:22:11,2025-04-01T14:44:22,3301,OZ3301
PHB,TDD,RW,DC10,2025-04-04T03:15:29,2025-04-04T06:30:58,6091,RW6091
PHB,JSI,G4,B773,2025-04-04T09:13:25,2025-04-04T18:26:50,7153,G47153
PHB,MKQ,SY,SSR-100,2025-04-03T21:16:36,2025-04-04T18:33:12,9345,SY9345
PHB,GOJ,XP,747,2025-04-01T11:21:42,2025-04-01T22:43:24,5937,XP5937
PHB,VLC,VX,E190,2025-04-03T07:10:43,2025-04-03T14:21:26,9321,VX9321
PHB,AOG,FL,MD90,2025-04-02T17:36:27,2025-04-03T11:12:54,6951,FL6951
PHB,GOJ,IB,MD11,2025-04-01T11:21:42,2025-04-01T22:43:24,8546,IB8546
PHB,DED,EV,B773,2025-04-05T14:47:57,2025-04-06T05:35:54,3088,EV3088
SOY,CEG,EZ,A333,2025-04-05T00:45:20,2025-04-05T01:30:40,4684,EZ4684
SOY,HLZ,JL,B788,2025-04-04T20:02:57,2025-04-05T16:05:54,8823,JL8823
SOY,IPL,TA,A330,2025-04-04T09:11:03,2025-04-04T18:22:06,8405,TA8405
SOY,NBO,AS,DC-10,2025-04-06T08:35:11,2025-04-06T17:10:22,1674,AS1674
SOY,NKW,CK,DC-9,2025-04-02T11:12:49,2025-04-02T22:25:38,8949,CK8949
SOY,OMB,QX,B764,2025-04-04T07:45:53,2025-04-04T15:31:46,7186,QX7186
SOY,WLK,QK,B738,2025-04-02T06:42:47,2025-04-02T13:25:34,4721,QK4721
SOY,LVS,AS,767,2025-04-03T08:18:41,2025-04-03T16:37:22,4673,AS4673
SOY,FNU,2Q,B789,2025-04-06T02:35:43,2025-04-06T05:11:26,5197,2Q5197
SOY,ALM,HA,B742,2025-04-01T08:39:30,2025-04-01T17:19:00,4182,HA4182
SOY,CXR,ER,A124,2025-04-05T11:25:55,2025-04-05T22:51:50,6585,ER6585
SOY,YHE,HX,A359,2025-04-07T07:39:40,2025-04-07T15:19:20,5387,HX5387
SOY,ROP,EV,MD-88,2025-04-01T12:54:35,2025-04-02T01:49:10,7003,EV7003
SOY,BNG,EI,A332,2025-04-05T09:07:50,2025-04-05T18:15:40,3683,EI3683
KKR,HOK,EZ,B738,2025-04-01T09:52:49,2025-04-01T19:45:38,3233,EZ3233
KKR,TFF,GB,727,2025-04-03T10:18:13,2025-04-03T20:36:26,4213,GB4213
KKR,RNA,RW,B736,2025-04-04T06:19:48,2025-04-04T12:39:36,5504,RW5504
KKR,GOV,Y4,B733,2025-04-05T09:18:56,2025-04-05T18:37:52,9637,Y49637
KKR,YKA,WW,A300,2025-04-05T08:52:58,2025-04-05T17:45:56,4138,WW4138
KKR,YAM,JL,DC-10,2025-04-02T10:33:44,2025-04-02T21:07:28,5451,JL5451
KKR,RKD,NZ,A332,2025-04-04T11:40:18,2025-04-04T23:20:36,8909,NZ8909
KKR,TDD,AY,B-99,2025-04-04T09:55:15,2025-04-04T19:50:30,9760,AY9760
KKR,ASF,B6,E190,2025-04-04T18:34:06,2025-04-05T13:08:12,8476,B68476
KKR,DLK,EI,E190,2025-04-02T08:45:07,2025-04-02T17:30:14,9256,EI9256
KKR,MUN,FL,MD83,2025-04-05T10:57:13,2025-04-05T21:54:26,6335,FL6335
HUU,BKK,LX,747,2025-04-02T22:08:01,2025-04-03T20:16:02,1990,LX1990
HUU,XIC,DH,B734,2025-04-05T20:26:52,2025-04-06T16:53:44,2018,DH2018
HUU,TOM,MU,E170,2025-04-07T09:44:29,2025-04-07T19:28:58,5211,MU5211
HUU,CSZ,EI,MD83,2025-04-02T03:50:45,2025-04-02T07:41:30,5944,EI5944
HUU,ETM,KL,B733,2025-04-03T14:18:34,2025-04-04T04:37:08,9281,KL9281
HUU,RKD,GB,737,2025-04-03T06:51:51,2025-04-03T13:43:42,7796,GB7796
HUU,STW,QF,MD-90,2025-04-01T14:45:45,2025-04-02T05:31:30,1293,QF1293
HUU,YNC,FJ,A318,2025-04-07T07:57:05,2025-04-07T15:54:10,3366,FJ3366
HUU,HRG,BR,B764,2025-04-02T14:10:47,2025-04-03T04:21:34,3998,BR3998
HUU,SGZ,LX,B735,2025-04-06T22:13:14,2025-04-07T20:26:28,6695,LX6695
HUU,NDN,FX,MD-80,2025-04-06T16:43:26,2025-04-07T09:26:52,9500,FX9500
HUU,NBO,SE,MD-11,2025-04-01T14:13:03,2025-04-02T04:26:06,2884,SE2884
LVP,NSK,TK,E175,2025-04-07T05:55:28,2025-04-07T11:50:56,7912,TK7912
LVP,BFS,TK,EMB,2025-04-03T06:26:37,2025-04-03T12:53:14,9942,TK9942
LVP,EMT,FJ,CRJ9,2025-04-05T14:58:51,2025-04-06T05:57:42,3409,FJ3409
LVP,KWJ,WN,A388,2025-04-02T07:51:02,2025-04-02T15:42:04,4311,WN4311
LVP,PVL,DH,B733,2025-04-06T13:04:37,2025-04-07T02:09:14,3197,DH3197
LVP,TDD,OO,787,2025-04-07T15:21:56,2025-04-08T06:43:52,6608,OO6608
LVP,ILY,5X,MD90,2025-04-02T06:27:55,2025-04-02T12:55:50,9878,5X9878
LVP,DBB,UA,B742,2025-04-05T02:47:50,2025-04-05T05:35:40,3911,UA3911
LVP,BOU,LX,CRJ9,2025-04-06T05:37:34,2025-04-06T11:15:08,7899,LX7899
LVP,MLO,MU,A318,2025-04-03T03:19:43,2025-04-03T06:39:26,7203,MU7203
MAN,OMA,RW,A124,2025-04-04T07:34:14,2025-04-04T15:08:28,4931,RW4931
MAN,MKQ,YV,764,2025-04-07T15:55:35,2025-04-08T07:51:10,7803,YV7803
MAN,WSO,HX,764,2025-04-03T08:16:37,2025-04-03T16:33:14,6072,HX6072
MAN,HOA,KZ,737,2025-04-07T08:13:58,2025-04-07T16:27:56,3614,KZ3614
MAN,PEW,YX,A340,2025-04-01T06:49:57,2025-04-01T13:39:54,9482,YX9482
MAN,QLT,XE,B735,2025-04-06T01:58:09,2025-04-06T03:56:18,4852,XE4852
MAN,HMI,SK,AN-124,2025-04-04T07:34:46,2025-04-04T15:09:32,8197,SK8197
MAN,ERL,CK,A359,2025-04-05T08:36:28,2025-04-05T17:12:56,3758,CK3758
MAN,ASF,XE,MD-87,2025-04-07T04:06:18,2025-04-07T08:12:36,3557,XE3557
MAN,LXR,EY,B742,2025-04-01T04:47:51,2025-04-01T09:35:42,8983,EY8983
MAN,WBM,AA,MD-11,2025-04-02T15:47:00,2025-04-03T07:34:00,4951,AA4951
MAN,PAT,KR,DH8,2025-04-02T08:37:04,2025-04-02T17:14:08,5135,KR5135
YSG,MYC,TK,A124,2025-04-06T07:39:30,2025-04-06T15:19:00,9257,TK9257
YSG,KMG,BA,DC-9,2025-04-04T11:10:40,2025-04-04T22:21:20,2103,BA2103
YSG,FBD,WI,A124,2025-04-02T10:09:58,2025-04-02T20:19:56,5807,WI5807
YSG,ZSA,bxr,A380,2025-04-05T05:43:50,2025-04-05T11:27:40,6755,bxr6755
YSG,RKD,XJ,B744,2025-04-02T03:48:06,2025-04-02T07:36:12,7080,XJ7080
YSG,MQF,XP,A333,2025-04-01T08:04:23,2025-04-01T16:08:46,3649,XP3649
YSG,MII,BR,AN-124,2025-04-02T12:16:57,2025-04-03T00:33:54,5631,BR5631
YSG,QLT,AF,A388,2025-04-06T08:25:26,2025-04-06T16:50:52,7248,AF7248
YSG,ZQN,TA,B789,2025-04-03T15:47:35,2025-04-04T07:35:10,1120,TA1120
YSG,MYC,YV,767,2025-04-05T07:39:30,2025-04-05T15:19:00,7288,YV7288
YSG,STW,EK,DC10,2025-04-04T08:52:52,2025-04-04T17:45:44,4282,EK4282
QRC,BLA,F9,787,2025-04-05T05:38:35,2025-04-05T11:17:10,6809,F96809
QRC,CXI,WN,B736,2025-04-07T11:09:19,2025-04-07T22:18:38,5871,WN5871
QRC,IQQ,AB,B737,2025-04-03T01:43:28,2025-04-03T03:26:56,1051,AB1051
QRC,KWJ,EI,A346,2025-04-05T20:54:55,2025-04-06T17:49:50,9310,EI9310
QRC,VTB,KZ,B762,2025-04-07T15:36:24,2025-04-08T07:12:48,3280,KZ3280
QRC,MQF,XE,M90,2025-04-02T17:40:39,2025-04-03T11:21:18,7660,XE7660
QRC,SFK,HA,B764,2025-04-03T04:58:51,2025-04-03T09:57:42,8148,HA8148
QRC,NIT,FL,IL-96,2025-04-03T12:56:09,2025-04-04T01:52:18,7507,FL7507
QRC,DBB,A8,A319,2025-04-05T14:22:19,2025-04-06T04:44:38,8492,A88492
QRC,GIT,BA,C-99,2025-04-04T12:31:04,2025-04-05T01:02:08,5025,BA5025
QRC,DWD,CA,A330,2025-04-03T15:35:04,2025-04-04T07:10:08,9378,CA9378
QRC,ZMT,WW,B762,2025-04-03T12:59:23,2025-04-04T01:58:46,6727,WW6727
QRC,MVY,9W,EMB,2025-04-04T09:32:54,2025-04-04T19:05:48,5173,9W5173
QRC,ZMT,KL,B772,2025-04-07T12:59:23,2025-04-08T01:58:46,6679,KL6679
QRC,RBL,AS,IL-62,2025-04-07T11:08:34,2025-04-07T22:17:08,6271,AS6271
YWS,ARH,EK,B733,2025-04-07T08:09:24,2025-04-07T16:18:48,3063,EK3063
YWS,HIN,CM,IL-96,2025-04-04T09:23:14,2025-04-04T18:46:28,6843,CM6843
YWS,NGB,MT,B733,2025-04-04T10:20:34,2025-04-04T20:41:08,6245,MT6245
YWS,SAY,AB,B744,2025-04-07T09:54:35,2025-04-07T19:49:10,8649,AB8649
YWS,BMV,CP,B738,2025-04-04T13:00:42,2025-04-05T02:01:24,1795,CP1795
YWS,NBO,CV,E190,2025-04-01T16:12:24,2025-04-02T08:24:48,9473,CV9473
YWS,IPL,AS,AN-124,2025-04-05T02:17:34,2025-04-05T04:35:08,8928,AS8928
YWS,CVM,RW,777,2025-04-02T04:05:20,2025-04-02T08:10:40,8029,RW8029
YWS,MLM,MT,B736,2025-04-06T04:24:49,2025-04-06T08:49:38,6929,MT6929
YWS,PDL,A8,B764,2025-04-05T08:20:46,2025-04-05T16:41:32,2228,A82228
YWS,YYR,A8,757,2025-04-02T04:45:04,2025-04-02T09:30:08,3628,A83628
WDH,IPL,UA,B788,2025-04-06T17:22:28,2025-04-07T10:44:56,6818,UA6818
WDH,ZQN,5X,C-99,2025-04-07T13:35:42,2025-04-08T03:11:24,4862,5X4862
WDH,WTZ,AB,B742,2025-04-06T14:48:45,2025-04-07T05:37:30,1384,AB1384
WDH,HIW,WW,B788,2025-04-02T15:28:49,2025-04-03T06:57:38,3923,WW3923
WDH,SAD,XP,C-99,2025-04-01T16:44:37,2025-04-02T09:29:14,1353,XP1353
WDH,RKD,IB,B733,2025-04-06T13:01:26,2025-04-07T02:02:52,6774,IB6774
WDH,MIJ,G4,B773,2025-04-05T18:59:05,2025-04-06T13:58:10,9697,G49697
WDH,PVL,EK,MD-11,2025-04-04T14:02:39,2025-04-05T04:05:18,1605,EK1605
WDH,CXI,DH,C-99,2025-04-07T20:04:40,2025-04-08T16:09:20,3385,DH3385
WDH,ZSA,BBB,A359,2025-04-05T12:43:16,2025-04-06T01:26:32,7718,BBB7718
WDH,SNR,XP,MD83,2025-04-07T09:05:50,2025-04-07T18:11:40,3590,XP3590
WDH,YNC,WN,B744,2025-04-04T14:05:18,2025-04-05T04:10:36,5573,WN5573
WDH,DRW,YV,757,2025-04-06T13:23:55,2025-04-07T02:47:50,8711,YV8711
NGB,CBU,AA,MD-80,2025-04-02T09:39:05,2025-04-02T19:18:10,1961,AA1961
NGB,ILY,AC,B734,2025-04-06T10:33:46,2025-04-06T21:07:32,7477,AC7477
NGB,DHT,US,A310,2025-04-05T12:55:11,2025-04-06T01:50:22,4134,US4134
NGB,PKE,PR,IL-96,2025-04-05T08:34:32,2025-04-05T17:09:04,5818,PR5818
NGB,TDG,TZ,C-99,2025-04-02T02:40:51,2025-04-02T05:21:42,1208,TZ1208
NGB,LDG,9S,A340,2025-04-02T07:13:59,2025-04-02T14:27:58,3053,9S3053
NGB,PEW,TK,B748,2025-04-04T05:19:51,2025-04-04T10:39:42,4668,TK4668
NGB,PTZ,F9,B764,2025-04-06T18:27:58,2025-04-07T12:55:56,6456,F96456
NGB,IPL,YX,AN-124,2025-04-05T12:17:35,2025-04-06T00:35:10,6026,YX6026
NGB,JTY,CA,787,2025-04-07T09:39:26,2025-04-07T19:18:52,6423,CA6423
NGB,RNO,MT,B753,2025-04-03T11:24:51,2025-04-03T22:49:42,2088,MT2088
NGB,CAP,AS,B734,2025-04-03T16:15:55,2025-04-04T08:31:50,5705,AS5705
NGB,MAN,BR,B738,2025-04-04T10:33:48,2025-04-04T21:07:36,7592,BR7592
NGB,FTI,BF,CRJ7,2025-04-06T10:04:44,2025-04-06T20:09:28,9170,BF9170
PSS,KLF,MX,A300,2025-04-02T14:19:03,2025-04-03T04:38:06,5392,MX5392
PSS,YYB,UA,DC-10,2025-04-02T09:41:52,2025-04-02T19:23:44,6250,UA6250
PSS,XIC,CA,A343,2025-04-06T20:18:08,2025-04-07T16:36:16,4693,CA4693
PSS,MKQ,IB,M90,2025-04-01T17:47:01,2025-04-02T11:34:02,7719,IB7719
PSS,SDR,SQ,A346,2025-04-05T10:47:46,2025-04-05T21:35:32,5499,SQ5499
PSS,CEM,AC,DH8,2025-04-03T14:26:24,2025-04-04T04:52:48,1662,AC1662
PSS,ASF,KZ,A124,2025-04-02T15:00:08,2025-04-03T06:00:16,9893,KZ9893
PSS,ASF,LX,B777,2025-04-01T15:00:08,2025-04-02T06:00:16,2052,LX2052
PSS,HLZ,A8,MD90,2025-04-05T12:30:19,2025-04-06T01:00:38,3354,A83354
PSS,LOO,AF,DC-9,2025-04-05T10:27:36,2025-04-05T20:55:12,3371,AF3371
PSS,VAG,VX,B-99,2025-04-02T01:24:39,2025-04-02T02:49:18,5034,VX5034
PSS,OGD,G4,SSR-100,2025-04-06T10:51:47,2025-04-06T21:43:34,2297,G42297
PSS,MKQ,BR,B773,2025-04-07T17:47:01,2025-04-08T11:34:02,1770,BR1770
PSS,SAD,KL,MD-87,2025-04-05T09:58:13,2025-04-05T19:56:26,1512,KL1512
HOK,YDB,TZ,A320,2025-04-04T13:25:00,2025-04-05T02:50:00,2926,TZ2926
HOK,DHT,SY,E170,2025-04-07T16:26:52,2025-04-08T08:53:44,3134,SY3134
HOK,AVL,DH,E175,2025-04-05T18:27:24,2025-04-06T12:54:48,8042,DH8042
HOK,CBR,TK,B712,2025-04-07T02:59:07,2025-04-07T05:58:14,5632,TK5632
HOK,RBL,CK,B744,2025-04-05T14:28:51,2025-04-06T04:57:42,7168,CK7168
HOK,BMV,XE,IL-62,2025-04-04T04:49:08,2025-04-04T09:38:16,5708,XE5708
HOK,SFK,CI,MD-80,2025-04-03T20:20:12,2025-04-04T16:40:24,2018,CI2018
HOK,BOW,QX,B773,2025-04-05T18:48:02,2025-04-06T13:36:04,4014,QX4014
HOK,WRY,SE,PA-31,2025-04-05T16:04:11,2025-04-06T08:08:22,1252,SE1252
HOK,CBU,BR,MD90,2025-04-06T15:12:27,2025-04-07T06:24:54,4915,BR4915
HOK,YHE,AC,A340,2025-04-03T14:34:37,2025-04-04T05:09:14,7294,AC7294
HOK,GWL,CI,C-99,2025-04-01T08:33:07,2025-04-01T17:06:14,8792,CI8792
HOK,GII,ER,A300,2025-04-02T17:46:09,2025-04-03T11:32:18,8343,ER8343
MST,JMK,HX,B733,2025-04-01T02:26:41,2025-04-01T04:53:22,3584,HX3584
MST,LGL,MU,A330,2025-04-07T12:33:16,2025-04-08T01:06:32,2576,MU2576
MST,KSN,AI,A124,2025-04-02T04:22:29,2025-04-02T08:44:58,6004,AI6004
MST,STA,AY,B777,2025-04-04T00:40:13,2025-04-04T01:20:26,7390,AY7390
MST,MHT,Y4,L1011,2025-04-04T06:25:45,2025-04-04T12:51:30,5829,Y45829
MST,PAT,WI,MD-80,2025-04-05T08:04:05,2025-04-05T16:08:10,6880,WI6880
MST,WTZ,LH,DC-10,2025-04-06T20:44:46,2025-04-07T17:29:32,2668,LH2668
MST,QUY,DL,B764,2025-04-07T00:29:44,2025-04-07T00:59:28,4995,DL4995
MST,QRC,MT,DC10,2025-04-06T13:41:21,2025-04-07T03:22:42,7369,MT7369
MST,MZW,WI,767,2025-04-04T02:15:52,2025-04-04T04:31:44,5989,WI5989
MST,RKD,MT,B734,2025-04-03T06:10:21,2025-04-03T12:20:42,6096,MT6096
MST,PSS,TZ,A319,2025-04-02T12:02:19,2025-04-03T00:04:38,7695,TZ7695
MST,CXR,XE,A319,2025-04-04T11:14:33,2025-04-04T22:29:06,9039,XE9039
MST,PDL,BF,B712,2025-04-03T03:15:33,2025-04-03T06:31:06,1505,BF1505
PDP,WLK,BBB,767,2025-04-06T16:06:21,2025-04-07T08:12:42,7915,BBB7915
PDP,GLW,MQ,MD11,2025-04-07T09:46:48,2025-04-07T19:33:36,5517,MQ5517
PDP,HDN,VX,L1011,2025-04-07T11:17:02,2025-04-07T22:34:04,4644,VX4644
PDP,LUN,QK,E190,2025-04-04T09:37:01,2025-04-04T19:14:02,9030,QK9030
PDP,PTP,CM,A333,2025-04-03T06:30:19,2025-04-03T13:00:38,5014,CM5014
PDP,GOU,YV,B744,2025-04-04T09:52:51,2025-04-04T19:45:42,2642,YV2642
PDP,ZSA,F9,B762,2025-04-04T07:48:01,2025-04-04T15:36:02,3393,F93393
PDP,WSO,WI,B772,2025-04-07T05:04:09,2025-04-07T10:08:18,6235,WI6235
PDP,FNU,JL,B734,2025-04-06T12:00:35,2025-04-07T00:01:10,9693,JL9693
PDP,MVY,BBB,IL-62,2025-04-06T09:48:05,2025-04-06T19:36:10,5391,BBB5391
PDP,YHE,WO,DC-10,2025-04-02T12:58:36,2025-04-03T01:57:12,1239,WO1239
TDG,TDJ,9S,MD-90,2025-04-04T10:18:47,2025-04-04T20:37:34,9198,9S9198
TDG,SZT,AA,764,2025-04-02T16:54:51,2025-04-03T09:49:42,5249,AA5249
TDG,FUL,YV,764,2025-04-07T13:20:54,2025-04-08T02:41:48,6364,YV6364
TDG,BUZ,VS,MD-87,2025-04-03T09:12:13,2025-04-03T18:24:26,6615,VS6615
TDG,PKV,DL,A340,2025-04-07T10:55:18,2025-04-07T21:50:36,9202,DL9202
TDG,WNZ,XP,A346,2025-04-01T02:27:48,2025-04-01T04:55:36,8447,XP8447
TDG,PCD,HX,MD83,2025-04-01T14:53:17,2025-04-02T05:46:34,6879,HX6879
TDG,LGL,AA,A346,2025-04-03T01:33:23,2025-04-03T03:06:46,7016,AA7016
TDG,QPD,B6,A332,2025-04-07T17:18:49,2025-04-08T10:37:38,3224,B63224
TDG,TDJ,VS,M90,2025-04-04T10:18:47,2025-04-04T20:37:34,1832,VS1832
TDG,VLC,4O,B739,2025-04-02T13:59:49,2025-04-03T03:59:38,1255,4O1255
TDG,PPP,DH,E170,2025-04-05T04:39:27,2025-04-05T09:18:54,7449,DH7449
TDG,FRU,5Y,DC10,2025-04-07T07:06:48,2025-04-07T14:13:36,5698,5Y5698
TDG,MII,EZ,A388,2025-04-04T21:01:10,2025-04-05T18:02:20,6906,EZ6906
